Committee symbol,Lamas_code,settlement name,settlement name_Heb,settlement ID,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
12,798,YAGEL,יגל,798,616,496,1,495,28,10,0,0,0,0,12,10,1,0,0,0,0,0,0,4,4,307,1,0,0,0,62,0,0,0,0,0,0,0,0,56
2,799,ZEKHARYA,זכריה,799,769,580,1,579,11,3,0,0,0,0,47,19,0,0,0,0,0,0,0,15,6,371,1,0,1,0,54,0,0,0,0,0,0,0,0,51
9,800,BET HANANYA,בית חנניה,800,616,476,0,476,29,1,3,0,0,0,2,8,0,1,0,0,0,0,0,5,21,53,42,0,0,0,307,0,0,0,0,0,0,0,0,4
12,801,HEMED,חמד,801,561,466,1,465,11,27,0,0,0,0,12,212,0,0,0,0,0,0,0,31,1,86,4,0,0,0,50,0,1,0,0,0,0,0,0,30
11,802,GIV'AT KOAH,"גבעת כ""ח",802,661,504,1,503,20,8,0,1,0,0,124,23,0,1,0,0,0,0,0,18,13,156,11,0,0,0,103,0,1,0,0,0,0,1,0,23
18,803,YOSHIVYA,יושיביה,803,334,265,1,264,3,3,0,0,0,0,1,29,0,0,0,0,0,0,0,23,1,93,0,0,0,0,9,0,0,0,0,0,0,0,0,102
12,804,AHISAMAKH,אחיסמך,804,870,685,2,683,25,2,0,0,0,0,8,14,0,0,0,0,0,0,0,40,3,395,0,0,0,0,25,0,0,0,0,0,0,0,0,171
2,805,YISH'I,ישעי,805,548,429,1,428,10,24,0,0,0,0,5,46,0,0,0,0,0,0,0,14,3,213,0,0,0,0,10,0,0,0,0,0,0,0,0,103
18,806,EN YAHAV,עין יהב,806,528,400,0,400,45,0,4,0,0,0,15,3,0,0,0,0,0,0,0,1,5,17,36,0,0,0,274,0,0,0,0,0,0,0,0,0
10,807,HANNI'EL,חניאל,807,657,488,2,486,42,0,3,0,0,0,6,4,0,2,0,0,0,0,0,1,19,55,63,0,0,0,290,0,0,0,0,0,0,0,1,0
19,808,NIR ELIYYAHU,ניר אליהו,808,419,309,1,308,67,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,8,16,49,0,0,0,164,0,0,0,0,0,0,0,0,0
2,809,NAHAM,נחם,809,413,328,3,325,12,11,0,0,0,0,4,41,0,0,0,0,0,0,0,17,3,179,5,0,0,0,16,0,0,0,0,0,0,0,0,37
9,810,OFER,עופר,810,400,312,1,311,36,3,1,0,0,0,8,10,0,0,0,0,0,0,0,4,7,74,45,0,0,0,122,0,0,0,0,0,0,0,0,1
17,811,YAKHINI,יכיני,811,470,371,0,371,22,1,0,1,0,0,7,24,0,0,0,0,0,0,0,16,4,227,2,0,0,0,29,0,0,0,0,0,0,0,0,38
6,812,SHELOMI,שלומי,812,5093,3399,25,3374,144,34,5,2,1,0,3,155,1,4,1,2,0,0,0,74,428,1509,27,1,0,0,585,0,0,1,0,2,0,3,7,385
6,813,EN YA'AQOV,עין יעקב,813,698,550,1,549,73,2,1,0,0,0,12,43,0,1,0,0,0,0,0,34,25,203,12,0,0,0,101,0,0,0,0,0,0,0,0,42
17,814,TELAMIM,תלמים,814,572,450,1,449,9,21,2,1,0,0,5,36,0,0,0,0,0,0,0,59,0,202,0,0,0,0,21,0,0,0,0,0,0,0,2,91
17,815,ZAVDI'EL,זבדיאל,815,412,350,1,349,1,16,0,0,0,0,4,20,0,0,0,0,0,0,0,11,0,197,0,0,0,0,7,0,0,0,0,0,0,0,0,93
2,816,ZANOAH,זנוח,816,399,298,1,297,8,8,0,0,0,0,26,19,0,0,0,0,0,0,0,9,4,158,3,0,0,0,13,0,0,0,0,0,0,0,0,49
17,817,AZRIQAM,עזריקם,817,936,756,3,753,35,2,0,0,0,0,182,18,0,1,0,0,0,0,0,15,11,338,2,0,0,0,100,0,0,0,1,0,0,1,0,47
17,818,ZERAHYA,זרחיה,818,483,407,0,407,5,9,0,0,0,0,22,43,1,0,0,0,0,0,0,25,0,190,0,0,0,0,10,0,0,0,0,0,0,0,0,102
17,819,AVIGEDOR,אביגדור,819,628,489,1,488,54,0,0,0,1,0,43,27,0,0,0,0,0,0,0,1,7,36,35,0,0,0,277,0,0,0,0,0,0,0,0,7
17,820,HELEZ,חלץ,820,353,245,1,244,16,2,0,1,0,0,17,18,0,0,0,0,0,0,0,7,4,133,2,0,0,0,16,0,0,0,0,0,0,0,0,28
17,821,AHUZZAM,אחוזם,821,397,295,0,295,8,0,0,0,0,0,12,7,0,0,0,0,0,0,0,8,2,183,2,0,0,0,15,0,0,0,0,0,0,1,0,57
2,822,MATTA,מטע,822,538,393,0,393,41,3,5,0,0,0,12,24,0,0,0,0,0,0,1,3,10,147,56,1,0,0,83,0,0,0,0,0,0,0,0,7
2,823,BAR GIYYORA,בר גיורא,823,410,299,1,298,14,3,2,0,0,0,20,15,0,0,0,0,0,0,0,10,3,146,20,0,0,0,43,0,0,1,0,0,0,0,0,21
17,824,KOKHAV MIKHA'EL,כוכב מיכאל,824,702,512,1,511,86,1,0,1,0,0,5,11,0,1,0,0,0,0,0,2,13,71,28,0,0,0,290,0,0,0,0,0,0,0,0,2
2,825,NES HARIM,נס הרים,825,774,587,0,587,24,2,4,0,0,0,114,35,0,1,0,0,0,0,0,15,6,184,22,1,0,0,163,0,0,0,1,0,0,0,0,15
17,826,UZA,עוזה,826,367,284,0,284,2,15,0,0,0,0,3,27,0,0,0,0,0,0,0,7,2,136,0,0,0,0,7,0,0,0,0,0,0,0,0,85
17,827,NEWE MIVTAH,נווה מבטח,827,458,373,1,372,33,0,1,0,0,0,61,9,0,0,0,0,0,0,0,2,5,38,31,0,0,0,188,0,0,0,0,0,0,0,0,4
12,828,YASHRESH,ישרש,828,730,549,2,547,13,0,0,0,0,0,144,20,0,0,0,0,0,0,0,6,7,179,11,0,0,0,124,0,1,0,0,0,0,0,0,42
18,829,MIVTAHIM,מבטחים,829,385,247,0,247,11,1,0,1,0,0,50,11,0,0,0,0,0,0,0,14,4,106,0,0,0,0,25,0,0,0,0,0,0,0,0,24
18,831,YEROHAM,ירוחם,831,7328,4854,56,4798,220,333,77,1,1,0,2,540,3,8,0,1,0,0,0,93,331,2001,45,4,0,0,506,1,2,1,0,4,2,0,2,620
5,833,NURIT,נורית,833,106,87,0,87,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,5,27,8,0,0,0,31,0,0,0,0,0,0,0,0,1
12,836,GANNOT,גנות,836,342,267,0,267,20,4,0,0,1,0,8,9,0,1,0,0,0,0,0,3,10,65,17,0,0,0,123,0,0,0,0,0,0,0,0,6
10,837,AZRI'EL,עזריאל,837,597,486,2,484,10,10,0,0,0,0,17,64,0,0,0,0,0,0,0,23,5,271,1,0,0,0,46,0,0,0,0,0,0,0,0,37
12,838,PEDAYA,פדיה,838,589,469,2,467,17,0,0,0,0,0,66,16,0,0,0,0,0,0,0,8,7,239,10,0,0,0,76,0,0,0,0,0,0,1,0,27
12,839,PETAHYA,פתחיה,839,612,480,2,478,20,2,0,1,0,0,104,11,0,1,0,0,0,0,0,10,7,177,8,2,0,0,102,0,0,1,0,0,0,0,0,32
18,840,KISSUFIM,כיסופים,840,289,147,1,146,61,0,1,0,0,0,1,3,0,1,0,0,0,0,0,2,5,10,14,0,0,0,47,0,0,0,0,0,0,0,0,1
19,841,ELISHAMA,אלישמע,841,813,631,1,630,27,3,2,0,0,0,114,24,0,0,0,0,0,0,0,5,12,221,11,0,0,0,160,0,0,0,0,0,0,1,0,50
10,842,GA'ASH,געש,842,658,516,0,516,53,1,0,0,0,0,2,8,0,0,0,0,0,0,0,1,11,22,164,0,0,0,253,0,0,0,0,0,0,0,0,1
3,843,MARGALIYYOT,מרגליות,843,335,197,0,197,54,2,0,0,0,0,2,8,0,0,0,0,0,0,0,7,4,57,6,0,0,0,43,0,0,0,0,0,2,0,3,9
17,844,NAHAL OZ,נחל עוז,844,345,236,3,233,69,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,9,13,22,0,0,0,113,0,0,0,0,0,0,0,0,1
17,845,KEFAR AZZA,כפר עזה,845,715,501,0,501,93,0,2,0,0,0,0,10,0,1,0,0,0,0,0,3,16,21,65,0,0,0,288,0,0,0,0,0,0,0,1,1
3,846,SHEFER,שפר,846,319,228,0,228,0,16,1,0,0,0,2,13,0,0,0,0,0,0,0,7,4,123,5,0,0,0,37,0,0,0,0,0,0,0,0,20
13,848,BET RABBAN,בית רבן,848,341,254,1,253,0,8,0,0,0,0,0,133,0,0,0,0,0,0,0,36,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,34
18,849,DEVIRA,דבירה,849,654,513,1,512,60,1,0,0,0,0,2,15,0,0,0,0,0,0,0,2,19,29,108,0,0,0,275,1,0,0,0,0,0,0,0,0
10,850,AHITUV,אחיטוב,850,708,547,0,547,20,1,0,0,0,0,167,16,0,0,0,0,0,0,0,1,2,118,15,0,0,0,181,1,0,0,1,0,0,0,0,24
10,851,NIZZANE OZ,ניצני עוז,851,736,571,0,571,48,2,3,0,0,0,128,13,0,0,0,0,0,0,0,2,9,134,23,0,0,0,198,0,0,1,1,0,0,0,0,9
3,852,GONEN,גונן,852,338,229,2,227,37,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,7,13,36,0,0,0,124,0,0,0,0,0,0,0,0,1
13,853,GE'ALYA,גאליה,853,840,635,1,634,42,1,1,0,0,0,2,19,0,0,0,0,0,0,0,7,35,109,40,0,0,0,375,0,0,0,0,0,0,0,0,3
5,854,REHOV,רחוב,854,324,233,0,233,5,0,0,0,0,0,2,14,0,0,0,0,0,0,0,4,2,171,0,0,0,0,11,0,0,0,0,0,0,0,0,24
12,856,SHA'ALVIM,שעלבים,856,739,639,0,639,5,39,0,0,0,0,1,445,0,0,0,0,0,0,0,53,1,59,2,1,0,0,13,0,0,0,0,0,0,0,0,20
13,857,KEFAR AVIV,כפר אביב,857,532,407,0,407,37,5,1,31,0,0,0,6,0,1,0,0,0,0,0,4,20,58,33,0,0,0,204,0,0,0,0,0,0,0,0,7
19,858,NEWE YARAQ,נווה ירק,858,842,667,2,665,52,2,1,0,0,0,50,14,1,3,0,0,0,0,0,4,27,71,44,0,0,0,393,0,1,0,0,0,0,0,0,2
2,859,KESALON,כסלון,859,278,198,1,197,8,5,0,0,0,0,20,5,0,0,0,0,0,0,0,5,3,89,8,0,0,0,13,0,0,0,0,0,0,0,0,41
3,861,SEDE ELI'EZER,שדה אליעזר,861,633,465,0,465,41,5,0,0,0,0,5,23,0,2,0,0,0,0,0,11,22,125,20,0,0,0,204,0,1,0,0,0,0,0,1,5
13,862,GANNE YOHANAN,גני יוחנן,862,532,404,1,403,14,0,0,0,0,0,53,6,0,0,0,0,0,0,0,6,15,116,10,0,0,0,169,0,1,0,0,0,0,0,0,13
12,863,GINNATON,גינתון,863,657,522,2,520,45,1,0,0,0,0,64,12,0,1,0,0,0,0,0,4,20,89,36,0,0,0,232,0,1,0,0,0,0,0,1,14
2,864,BEQOA,בקוע,864,535,433,1,432,37,2,0,0,0,0,22,27,0,0,0,0,0,0,0,31,10,184,8,0,0,0,88,0,1,0,0,0,0,0,0,22
18,865,SHIBBOLIM,שיבולים,865,259,195,2,193,4,1,0,0,0,0,3,27,0,0,0,0,0,0,0,14,4,111,1,0,0,0,13,0,0,0,0,0,0,0,0,15
18,866,YOTVATA,יטבתה,866,671,415,1,414,101,1,3,0,1,0,0,1,0,1,0,0,0,0,0,1,8,13,68,0,0,0,214,0,0,0,0,1,0,0,0,1
9,868,ALLONE YIZHAQ,אלוני יצחק,868,127,28,0,28,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0
11,870,GIV'AT HASHELOSHA,גבעת השלושה,870,495,387,0,387,76,1,0,0,0,0,1,5,0,0,0,0,0,0,0,2,9,35,36,0,0,0,219,0,0,0,0,0,0,0,0,3
11,871,ENAT,עינת,871,561,456,1,455,82,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,6,29,86,0,0,0,243,3,0,0,0,0,0,0,0,1
10,872,GE'ULE TEMAN,גאולי תימן,872,262,206,0,206,7,1,21,0,0,0,1,20,0,0,0,0,0,0,2,6,7,94,3,0,0,0,41,0,0,0,0,0,0,0,0,3
17,873,SHALWA,שלווה,873,373,295,1,294,0,5,0,0,0,0,10,17,0,0,0,0,0,0,0,10,8,176,0,0,0,0,8,0,0,0,0,0,0,0,0,60
5,874,MIGDAL HAEMEQ,מגדל העמק,874,21214,13504,117,13387,458,416,9,2,1,0,3,423,1,15,1,2,1,0,3,289,2507,5232,78,5,0,0,1781,2,14,3,3,5,4,2,7,2120
10,877,BET HERUT,בית חירות,877,607,474,4,470,59,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,4,4,91,0,0,0,301,0,0,0,0,0,0,0,0,0
10,880,EN SARID,עין שריד,880,1099,831,1,830,62,15,1,0,0,0,6,36,0,0,0,0,0,0,0,10,20,222,63,0,0,0,368,0,0,0,0,0,0,0,1,26
18,885,SEDE BOQER,שדה בוקר,885,408,270,0,270,68,0,1,0,0,0,1,5,0,2,0,0,0,0,0,1,7,6,45,0,0,0,134,0,0,0,0,0,0,0,0,0
17,888,KEFAR HARIF,"כפר הרי""ף",888,581,468,0,468,44,0,1,0,0,0,19,19,0,0,0,1,0,0,0,1,14,65,36,0,0,0,264,0,0,0,0,0,0,0,1,3
8,889,KEFAR HASIDIM BET,כפר חסידים ב',889,215,161,0,161,1,3,0,0,0,0,2,38,0,0,0,0,0,0,0,3,10,49,2,1,0,0,47,0,0,0,0,0,0,0,0,5
6,892,AVDON,עבדון,892,520,375,2,373,34,4,0,0,0,0,15,8,0,0,0,0,0,0,0,11,8,187,2,0,0,0,45,0,0,0,1,0,0,0,1,57
5,913,SHIBLI-UMM AL-GHANAM,שבלי - אום אל-גנם,913,4122,2338,12,2326,146,0,1659,0,2,0,0,6,1,2,1,3,0,0,25,4,57,11,62,0,1,0,321,2,0,4,0,2,5,3,0,9
18,916,YESHA,ישע,916,280,210,5,205,23,1,0,0,0,0,19,2,0,0,0,0,0,0,0,0,10,60,11,0,0,0,78,0,0,0,0,0,0,0,0,1
6,917,ATSMON SEGEV,עצמון שגב,917,888,671,1,670,78,0,3,0,0,0,0,13,0,0,0,0,0,0,0,1,16,39,126,0,0,0,389,2,0,0,0,0,0,0,0,3
2,919,GIV'AT YESHA'YAHU,גבעת ישעיהו,919,507,387,0,387,56,0,4,0,1,0,48,8,0,2,0,0,0,0,0,6,10,38,68,0,0,0,135,0,1,0,0,0,0,1,0,9
9,921,#N/A,שער מנשה,921,131,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,2
8,922,REKHASIM,רכסים,922,6202,5303,32,5271,34,2320,0,1,0,0,1,51,0,0,0,0,0,0,0,67,39,354,4,1,0,0,92,0,0,1,1,0,0,0,0,2305
18,939,#N/A,מסעודין אל-עזאזמה,939,7186,4410,36,4374,8,0,4253,1,0,0,1,3,0,0,0,0,0,0,4,4,2,4,15,0,0,0,50,1,3,4,0,3,4,5,2,7
6,942,SAWA'ID(HAMRIYYE),סואעד (חמרייה),942,146,66,0,66,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0
5,944,BASMAT TAB'UN,בסמת טבעון,944,5290,2494,40,2454,60,12,1709,1,2,0,3,5,1,2,0,4,0,0,22,3,18,26,131,2,2,0,337,1,2,1,2,3,10,3,3,89
18,956,#N/A,הוזייל (שבט),956,1101,388,5,383,65,0,257,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,12,0,0,0,34,0,0,1,0,0,1,2,0,0
18,957,#N/A,עוקבי (בנו עוקבה),957,283,143,2,141,3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,10,0,0,0,0,0,0,0,0,0
18,958,#N/A,אבו עבדון (שבט),958,139,47,1,46,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,960,#N/A,אסד (שבט),960,488,108,3,105,5,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,1,0,0,0
18,961,#N/A,אבו רוקייק (שבט),961,4765,1924,16,1908,1,0,1817,0,0,0,0,1,0,0,0,1,0,0,2,0,1,6,13,1,1,0,53,0,1,2,2,0,0,1,0,5
3,962,TUBA-ZANGARIYYE,טובא-זנגריה,962,4435,1960,36,1924,26,30,1053,0,1,0,0,8,0,0,0,1,1,0,167,8,2,35,41,0,1,0,522,1,1,2,0,1,0,2,1,20
18,963,#N/A,אעצם (שבט),963,4575,1894,17,1877,2,1,1810,0,0,0,0,1,1,0,0,0,1,0,2,0,0,11,11,0,2,0,17,1,0,1,1,0,3,4,3,5
18,964,#N/A,קודייראת א-צאנע(שבט),964,1333,406,10,396,16,0,307,2,0,0,0,1,0,2,0,0,1,0,2,1,2,6,2,0,1,0,49,0,0,0,0,1,1,1,1,0
18,965,#N/A,אטרש (שבט),965,1529,474,4,470,0,0,370,1,0,0,0,0,0,0,1,1,0,0,3,1,5,2,4,0,4,0,69,0,0,1,1,1,1,2,0,3
18,966,#N/A,אבו רובייעה (שבט),966,3984,1471,24,1447,12,2,1272,1,0,0,0,2,1,2,1,1,0,0,2,4,0,12,14,2,2,0,86,0,4,2,4,5,1,7,4,4
18,967,#N/A,אבו ג'ווייעד (שבט),967,1961,542,9,533,3,1,498,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,22,0,0,0,0,3,1,0,0,0
18,968,#N/A,אבו קורינאת (שבט),968,2979,1222,13,1209,15,0,1091,0,2,0,1,2,0,1,0,1,1,0,1,0,2,10,6,0,4,0,60,1,0,0,1,1,1,3,0,5
18,969,#N/A,עטאוונה (שבט),969,112,44,0,44,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
18,970,#N/A,תראבין א-צאנע (שבט),970,511,33,0,33,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0
18,972,#N/A,קוואעין (שבט),972,475,94,0,94,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,1,0,0,0
5,975,ZARZIR,זרזיר,975,5299,2584,26,2558,178,3,1092,0,1,0,16,3,0,2,2,4,0,0,22,7,4,83,199,1,4,0,897,0,3,4,2,4,3,4,3,17
18,976,#N/A,ג'נאביב (שבט),976,461,207,1,206,2,0,154,0,0,0,1,7,0,0,0,2,1,0,0,2,1,3,2,0,0,0,25,0,0,0,0,1,1,3,0,1
5,978,KA'ABIYYE-TABBASH-HAJAJRE,כעביה-טבאש-חג'אג'רה,978,3633,2067,16,2051,238,2,982,1,0,0,2,2,0,0,0,1,0,0,16,1,2,64,218,2,0,0,322,0,0,2,4,1,0,4,1,186
8,990,RAS ALI,ראס עלי,990,401,239,2,237,1,0,212,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,14,0,0,1,0,0,0,1,0,0
4,993,HAMAM,חמאם,993,1156,563,2,561,13,0,432,0,0,0,0,1,0,0,0,0,0,0,4,1,2,7,7,0,0,0,90,0,0,0,0,0,1,1,0,2
5,994,MANSHIYYET ZABDA,מנשית זבדה,994,842,514,1,513,14,0,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,2,0,107,0,0,0,0,2,0,0,0,5
5,997,RUMAT HEIB,רומת הייב,997,1354,588,6,582,12,0,208,0,0,0,0,3,0,0,0,1,0,0,4,0,6,29,35,0,2,0,224,1,0,0,0,1,1,3,1,51
6,998,BIR EL-MAKSUR,ביר אל-מכסור,998,6368,3078,31,3047,121,1,1905,0,0,0,1,3,0,0,0,2,0,0,42,3,73,63,205,1,4,0,584,1,0,1,2,3,1,3,1,27
2,1015,MEVASSERET ZIYYON,מבשרת ציון,1015,18914,13582,43,13539,1018,88,33,1,2,0,27,779,0,4,1,0,2,0,0,320,520,4663,1134,0,1,0,4195,4,3,0,1,2,1,6,1,733
9,1020,OR AQIVA,אור עקיבא,1020,15712,9856,63,9793,232,131,11,1,1,0,2,344,0,10,3,0,2,0,0,196,1246,5129,66,2,1,0,1349,1,1,0,0,2,1,3,4,1055
10,1024,HARUZIM,חרוצים,1024,577,442,0,442,20,5,1,0,0,0,10,14,0,1,0,0,0,0,0,2,7,131,44,0,0,0,191,0,0,0,0,0,0,0,0,16
17,1031,SEDEROT,שדרות,1031,20231,12987,123,12864,1073,190,14,5,0,0,14,1338,2,10,4,2,0,0,4,626,1580,5427,80,3,4,0,1133,3,7,1,1,4,2,1,5,1331
17,1034,QIRYAT MAL'AKHI,קרית מלאכי,1034,17042,11547,82,11465,419,1007,7,3,4,0,34,810,1,12,5,3,2,0,12,722,281,4691,25,6,10,0,1377,2,51,0,2,7,3,12,2,1955
18,1041,#N/A,נצאצרה (שבט),1041,320,150,0,150,1,0,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1
2,1043,GIZO,גיזו,1043,145,115,0,115,15,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,2,42,15,0,0,0,29,0,0,0,0,0,0,0,0,1
10,1044,YE'AF,יעף,1044,165,139,0,139,14,1,2,0,0,0,0,4,0,2,0,0,0,0,0,1,3,24,19,0,0,0,67,0,0,0,0,0,0,0,0,2
6,1045,SHETULA,שתולה,1045,226,150,0,150,13,3,1,0,0,0,2,21,0,0,0,0,0,0,0,8,2,65,1,0,0,0,26,0,0,0,0,0,0,0,0,8
18,1046,OHAD,אוהד,1046,257,173,0,173,13,0,2,0,0,0,7,15,0,0,0,0,0,0,0,2,5,57,5,0,0,0,63,0,0,0,0,0,0,0,0,4
3,1047,HAZON,חזון,1047,255,211,0,211,3,9,0,0,0,0,5,16,0,0,0,0,0,0,0,4,3,130,2,0,0,0,11,0,0,0,0,0,0,0,0,28
12,1050,BET HASHMONAY,בית חשמונאי,1050,1488,1135,2,1133,84,1,0,1,0,0,16,37,0,3,0,0,0,0,0,14,48,351,49,0,0,0,513,0,0,0,0,0,0,0,1,15
18,1051,TALME ELIYYAHU,תלמי אליהו,1051,221,130,0,130,9,3,0,0,0,0,8,7,0,0,0,0,0,0,0,3,3,52,1,0,0,0,32,0,0,0,0,0,0,0,0,12
18,1052,QETURA,קטורה,1052,437,234,1,233,35,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,16,4,61,0,0,0,107,0,0,0,0,1,0,0,0,1
18,1054,TEL SHEVA,תל שבע,1054,9478,5200,40,5160,13,0,4922,0,0,0,1,11,0,1,1,3,0,0,6,4,4,32,37,0,6,0,88,1,2,2,1,3,4,7,0,11
18,1057,#N/A,נווה זוהר,1057,56,35,0,35,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,2,0,0,0,10,0,0,0,0,0,1,0,0,1
18,1058,SEDE NIZZAN,שדה ניצן,1058,366,216,1,215,32,0,3,0,0,0,8,11,0,1,0,0,0,0,0,1,7,11,38,0,0,0,102,0,0,0,0,0,0,0,0,1
18,1059,KUSEIFE,כסיפה,1059,8298,4865,50,4815,29,2,4185,0,1,0,0,19,0,1,3,3,0,0,22,4,2,42,82,4,9,0,309,1,2,3,4,7,12,9,2,58
18,1060,LAQYE,לקיה,1060,7465,3453,27,3426,64,0,3156,2,3,0,0,5,0,1,0,1,0,0,34,2,2,22,24,0,14,0,70,2,3,1,3,2,2,4,2,7
5,1061,NOF HAGALIL,נוף הגליל,1061,39435,22195,292,21903,539,435,4819,16,10,0,4,399,6,26,23,10,7,0,15,332,4968,6567,307,15,10,0,2746,13,11,7,8,28,13,9,17,543
6,1063,MA'ALOT-TARSHIHA,מעלות-תרשיחא,1063,18132,11339,97,11242,284,105,2299,5,2,0,2,650,2,13,3,2,4,0,21,186,2340,3253,184,2,3,0,1164,0,1,5,1,7,2,1,4,697
3,1064,AMIRIM,אמירים,1064,606,409,1,408,44,2,5,0,0,0,5,44,0,5,0,0,0,0,0,4,6,34,86,0,0,0,170,0,0,0,0,0,0,0,0,3
18,1065,ZIMRAT,זמרת,1065,367,334,1,333,9,12,0,0,0,0,2,55,0,0,0,0,0,0,0,34,4,174,0,0,0,0,9,0,0,0,0,0,0,0,0,34
13,1066,BENE AYISH,"בני עי""ש",1066,5751,3808,51,3757,106,64,2,1,0,0,11,156,2,4,2,1,1,0,2,106,1075,1295,21,1,0,0,588,2,3,0,0,3,0,1,6,304
3,1067,DOVEV,"דוב""ב",1067,359,249,0,249,16,0,1,0,0,0,5,6,0,0,0,0,0,0,0,3,0,174,1,0,0,0,17,0,0,0,0,0,0,0,0,26
6,1068,ADAMIT,אדמית,1068,357,198,0,198,23,0,5,1,2,0,0,4,0,0,0,0,0,0,0,3,16,28,47,0,0,0,67,1,0,0,0,0,0,0,0,1
5,1069,RAM-ON,רם-און,1069,647,501,2,499,61,1,1,0,0,0,2,12,0,0,0,0,0,0,0,2,12,41,49,0,0,0,318,0,0,0,0,0,0,0,0,0
2,1070,AVI'EZER,אביעזר,1070,562,441,0,441,25,0,5,2,0,0,31,31,0,0,0,0,0,0,0,12,28,144,27,0,0,0,120,0,0,0,0,0,0,1,0,15
2,1071,NEWE MIKHA'EL,נווה מיכאל,1071,463,360,1,359,11,14,1,0,0,0,32,36,0,0,0,2,0,0,0,16,6,164,5,0,0,0,26,0,0,0,1,0,0,0,0,45
13,1072,GAN HADAROM,גן הדרום,1072,346,277,0,277,28,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,10,81,8,0,0,0,116,0,0,0,0,0,0,0,0,3
10,1077,GIV'AT SHAPPIRA,גבעת שפירא,1077,212,166,0,166,9,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,2,10,17,0,0,0,116,0,0,0,0,0,0,0,0,1
2,1079,ZAFRIRIM,צפרירים,1079,305,217,0,217,16,1,4,0,0,0,57,4,0,1,0,0,0,0,0,6,4,37,18,0,0,0,51,0,0,0,0,0,0,0,0,18
18,1080,MABBU'IM,מבועים,1080,919,641,4,637,81,5,0,2,0,0,5,24,0,1,0,0,0,0,0,16,23,301,4,0,0,0,138,0,1,0,0,1,0,0,0,35
6,1081,EVEN MENAHEM,אבן מנחם,1081,288,200,5,195,30,1,0,0,0,0,7,8,0,0,0,0,0,0,0,0,3,97,3,0,0,0,24,0,0,0,0,0,0,0,0,22
18,1082,MA'GALIM,מעגלים,1082,1060,849,0,849,14,17,0,0,0,0,4,151,1,0,0,0,0,0,0,87,5,423,1,1,0,0,16,0,0,0,0,0,0,0,0,129
18,1083,TUSHIYYA,תושיה,1083,317,247,0,247,0,4,0,0,0,0,0,143,0,0,0,0,0,0,0,33,1,55,0,0,0,0,3,0,0,0,0,0,0,0,0,8
12,1084,BEN SHEMEN(K.NO'AR),בן שמן (כפר נוער),1084,233,164,0,164,28,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,24,20,0,0,0,81,0,0,0,0,0,0,0,0,2
18,1085,KEREM SHALOM,כרם שלום,1085,136,69,2,67,8,2,0,0,0,0,0,14,0,1,0,0,0,0,0,3,3,13,4,0,0,0,19,0,0,0,0,0,0,0,0,0
13,1094,KEREM YAVNE(YESHIVA),כרם יבנה (ישיבה),1094,157,139,0,139,1,26,0,0,0,0,0,92,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
