_id,Lamas_code,settlement name,settlement name heb,settlement ID,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
665,1417,#N/A,מחנה עדי,1417,177,121,0,121,36,0,0,0,0,0,16,0,0,0,0,12,1,28,10,0,0,0,0,18,0,0,0,0,0,0
666,1412,#N/A,מחנה תל נוף,1412,200,164,0,164,61,0,0,0,0,0,8,0,0,0,0,15,3,38,15,0,0,0,0,23,0,0,0,0,0,1
667,308,MAHANAYIM,מחניים,308,467,343,1,342,184,2,0,0,0,0,9,0,0,0,0,25,9,38,23,0,0,0,0,38,0,0,7,4,0,3
668,776,MAHSEYA,מחסיה,776,297,229,0,229,13,4,0,0,0,0,28,0,0,0,0,13,3,108,0,0,0,0,0,4,0,0,4,5,0,47
669,43,METULA,מטולה,43,1400,924,3,921,358,6,2,0,0,1,55,0,0,0,0,71,28,155,68,1,0,1,0,131,0,0,28,4,6,6
670,822,MATTA,מטע,822,509,393,2,391,83,3,6,0,0,0,35,0,0,0,0,28,4,147,49,0,0,0,1,23,0,0,4,1,1,6
671,1128,ME AMMI,מי עמי,1128,225,189,1,188,104,0,1,0,0,0,1,0,0,0,0,13,0,7,36,0,0,0,0,23,0,0,1,1,0,1
672,2054,METAV,מיטב,2054,353,274,2,272,17,0,0,0,0,0,24,0,0,0,0,33,5,160,1,0,0,0,0,13,0,0,2,12,0,5
673,649,MEISER,מייסר,649,1137,696,0,696,9,0,672,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,2,0
674,1282,MERAV,מירב,1282,305,252,1,251,1,0,0,0,0,0,183,0,0,0,0,2,0,41,0,0,0,0,0,13,0,0,0,8,0,3
675,607,MERON,מירון,607,405,264,0,264,3,45,0,0,0,0,85,0,0,0,0,5,2,40,0,0,0,0,0,3,0,0,1,61,1,18
676,731,MESHAR,מישר,731,454,377,2,375,168,0,2,0,0,0,19,0,0,0,0,19,3,53,29,0,0,0,0,75,0,1,4,2,0,0
677,1268,METAR,מיתר,1268,5734,4412,25,4387,1416,11,19,0,0,0,580,0,0,0,0,347,66,884,181,1,0,1,1,714,1,0,58,69,0,38
678,3614,MEKHORA,מכורה,3614,115,81,0,81,20,0,0,0,0,0,12,0,0,0,0,12,0,22,0,0,0,0,0,10,0,0,5,0,0,0
679,1343,MAKCHUL,מכחול,1343,170,49,1,48,6,0,30,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,5,0,0,0,0,1,0,1
680,382,MIKHMORET,מכמורת,382,1040,737,3,734,416,0,1,0,0,1,14,0,0,0,0,39,2,47,104,0,0,0,0,88,0,1,17,2,2,0
681,1202,MIKHMANNIM,מכמנים,1202,268,213,0,213,108,0,0,0,0,0,5,0,0,0,0,10,2,19,28,1,0,0,2,33,0,0,3,0,1,1
682,164,MELE'A,מלאה,164,266,208,1,207,20,0,0,0,0,0,21,0,0,0,0,19,2,111,0,0,0,0,0,8,0,0,0,4,0,22
683,2044,MELILOT,מלילות,2044,220,173,2,171,1,2,0,0,0,0,12,0,0,0,0,3,4,115,0,0,0,0,0,6,0,1,3,10,1,13
684,596,MALKIYYA,מלכיה,596,392,246,1,245,151,0,0,0,0,0,5,0,0,0,0,11,5,16,31,0,0,0,0,18,0,0,6,0,0,2
685,2030,MENUHA,מנוחה,2030,361,282,0,282,17,5,0,0,0,0,21,0,0,0,0,13,0,184,2,0,0,0,0,11,0,0,1,7,0,21
686,1174,MANOF,מנוף,1174,555,416,0,416,247,1,3,0,0,0,7,0,0,0,0,14,1,11,58,0,0,0,0,73,0,0,1,0,0,0
687,1205,MANOT,מנות,1205,317,241,2,239,41,0,0,0,0,1,12,0,0,0,0,32,4,97,6,0,0,0,0,23,0,0,9,2,0,12
688,48,MENAHEMYA,מנחמיה,48,909,618,6,612,107,2,0,0,0,0,22,0,0,0,0,88,10,243,9,1,0,0,0,74,0,2,5,22,0,27
689,347,MENARA,מנרה,347,215,138,1,137,92,0,0,0,0,0,0,0,0,0,0,6,6,3,19,0,0,0,0,6,0,0,5,0,0,0
690,994,MANSHIYYET ZABDA,מנשית זבדה,994,729,475,4,471,55,0,316,0,0,0,0,0,0,0,64,9,0,1,5,0,0,0,15,1,1,0,0,1,0,3
691,1258,MASSAD,מסד,1258,364,278,2,276,145,1,0,0,0,0,7,0,0,0,0,31,0,37,23,1,0,0,0,26,0,0,3,0,0,2
692,263,MASSADA,מסדה,263,265,184,0,184,117,0,2,0,0,0,6,0,0,0,0,6,5,17,10,2,0,0,0,15,0,0,4,0,0,0
693,298,MESILLOT,מסילות,298,453,304,0,304,188,0,1,0,0,0,8,0,0,0,0,15,6,10,46,0,0,0,0,24,0,0,6,0,0,0
694,742,MESILLAT ZIYYON,מסילת ציון,742,647,528,1,527,211,0,0,0,0,0,18,0,0,0,0,59,5,110,47,0,0,0,0,48,1,0,6,5,1,16
695,748,MASLUL,מסלול,748,390,307,0,307,86,3,0,0,0,0,14,0,0,0,0,37,10,107,4,0,0,0,0,20,0,0,1,5,0,20
696,4203,MAS'ADE,מסעדה,4203,217,26,1,25,12,0,2,0,0,0,4,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0
697,939,#N/A,מסעודין אל-עזאזמה,939,5908,2675,26,2649,14,1,2453,0,4,3,0,0,0,0,5,7,3,10,59,3,0,1,44,3,1,8,3,7,5,15
698,197,MA'BAROT,מעברות,197,735,581,0,581,282,0,2,0,0,0,6,0,0,0,0,9,0,16,206,0,0,0,0,48,1,1,9,0,0,1
699,1082,MA'GALIM,מעגלים,1082,901,746,0,746,13,3,0,0,0,0,133,0,0,0,0,22,2,356,1,0,0,0,0,7,0,0,4,156,0,49
700,694,MA'AGAN MIKHA'EL,מעגן מיכאל,694,1522,1092,2,1090,675,0,0,0,0,0,14,0,0,0,0,39,5,38,207,0,0,0,0,75,0,1,29,4,1,2
701,678,MA'AGAN,מעגן,678,311,206,0,206,114,0,0,0,0,0,5,1,0,0,0,14,6,16,12,0,0,0,0,20,0,0,16,0,0,2
702,272,MA'OZ HAYYIM,מעוז חיים,272,444,287,1,286,208,0,1,0,0,0,4,0,0,0,0,12,3,16,14,0,0,0,0,22,0,0,5,1,0,0
703,3657,MA'ON,מעון,3657,259,204,0,204,0,0,0,1,0,0,141,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,50,0,0
704,570,ME'ONA,מעונה,570,598,452,3,449,87,0,0,0,0,0,24,0,0,0,0,57,14,166,10,0,0,1,1,50,0,0,10,5,2,22
705,518,MI'ELYA,מעיליא,518,2364,1765,20,1745,141,0,1330,0,0,0,0,0,0,0,1,1,2,5,228,1,0,1,3,0,0,0,2,1,7,22
706,416,MA'YAN BARUKH,מעין ברוך,416,471,347,0,347,182,0,0,0,0,0,6,0,0,0,0,23,2,27,48,1,0,0,0,41,0,1,10,3,0,3
707,290,MA'YAN ZEVI,מעין צבי,290,616,443,1,442,277,1,0,0,0,0,8,0,0,0,0,24,2,22,36,0,0,0,0,67,0,0,2,1,1,1
708,3616,MA'ALE ADUMMIM,מעלה אדומים,3616,26709,20009,149,19860,999,289,11,1,0,1,2895,0,0,0,0,1530,1248,9472,146,13,2,2,2,1144,0,15,237,844,9,1000
709,3608,MA'ALE EFRAYIM,מעלה אפרים,3608,1165,650,10,640,70,4,4,0,0,1,133,0,0,0,0,42,39,237,5,0,0,0,0,27,0,0,16,54,1,7
710,1127,MA'ALE GILBOA,מעלה גלבוע,1127,303,250,1,249,37,0,0,0,0,0,108,0,0,0,0,16,6,36,7,0,0,0,0,32,0,0,2,5,0,0
711,4008,MA'ALE GAMLA,מעלה גמלא,4008,335,252,0,252,126,0,0,0,0,0,8,0,0,0,0,25,5,22,24,1,0,0,0,36,0,0,5,0,0,0
712,286,MA'ALE HAHAMISHA,מעלה החמישה,286,496,350,1,349,222,0,0,0,0,0,7,0,0,0,0,11,3,24,45,0,0,0,0,32,0,0,3,2,0,0
713,3752,MA'ALE LEVONA,מעלה לבונה,3752,359,291,2,289,0,1,1,0,0,0,137,0,0,0,0,1,3,58,0,0,0,0,0,0,0,0,1,87,0,0
714,3651,MA'ALE MIKHMAS,מעלה מכמש,3651,781,682,1,681,1,6,0,0,0,0,391,0,0,0,0,7,3,119,1,0,0,0,0,2,0,0,3,135,0,13
715,1327,MA'ALE IRON,מעלה עירון,1327,8400,5567,13,5554,31,3,5331,0,0,0,2,0,2,0,1,12,3,12,83,0,2,1,20,2,3,0,0,1,1,44
716,3653,MA'ALE AMOS,מעלה עמוס,3653,230,163,5,158,0,71,0,0,0,0,30,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,32,0,16
717,3637,MA'ALE SHOMERON,מעלה שומרון,3637,567,461,0,461,13,4,0,0,0,0,170,0,0,0,1,20,11,170,2,0,0,0,0,17,0,0,5,35,0,13
718,1063,MA'ALOT-TARSHIHA,מעלות-תרשיחא,1063,17628,11769,206,11563,977,105,2298,2,0,4,889,0,0,0,2,766,2067,2708,158,8,1,7,17,510,3,16,126,206,10,683
719,344,MA'ANIT,מענית,344,485,410,2,408,217,0,3,0,0,0,7,0,0,0,0,8,3,21,111,0,0,0,0,32,0,0,4,1,0,1
720,230,MA'AS,מעש,230,686,549,4,545,229,2,1,0,0,0,25,0,0,0,0,28,9,113,39,0,0,0,0,83,0,0,10,3,0,3
721,668,MEFALLESIM,מפלסים,668,596,420,2,418,236,0,2,0,0,0,13,0,0,0,0,17,10,21,50,0,0,0,0,54,0,0,11,1,0,3
722,3745,MEZADOT YEHUDA,מצדות יהודה,3745,285,249,0,249,4,0,0,0,0,0,168,0,0,0,0,5,0,27,2,0,0,0,0,0,0,0,4,37,0,2
723,325,MAZZUVA,מצובה,325,777,560,2,558,253,0,0,0,0,0,26,0,0,0,0,39,9,81,39,0,0,0,0,98,1,9,0,0,0,3
724,757,MAZLIAH,מצליח,757,944,731,2,729,121,6,0,0,0,0,30,0,0,0,0,146,10,299,9,0,0,0,0,58,0,3,6,4,0,37
725,1222,MIZPE AVIV,"מצפה אבי""ב",1222,610,492,0,492,221,0,0,0,0,0,25,0,0,0,0,40,3,41,54,0,0,0,0,105,0,0,2,0,0,1
726,1370,MITSPE ILAN,מצפה אילן,1370,97,96,0,96,0,0,1,0,0,0,72,0,0,0,0,0,0,17,0,1,0,0,0,5,0,0,0,0,0,0
727,3576,MIZPE YERIHO,מצפה יריחו,3576,1166,989,2,987,1,12,1,0,0,0,526,0,0,0,0,12,0,151,3,0,0,0,0,3,0,2,6,259,0,11
728,1190,MIZPE NETOFA,מצפה נטופה,1190,551,440,1,439,20,3,0,0,0,0,245,0,0,0,0,18,1,86,10,1,0,0,0,29,0,1,2,23,0,0
729,99,MIZPE RAMON,מצפה רמון,99,3556,2167,28,2139,326,8,20,1,0,0,127,0,0,0,1,122,277,597,126,0,0,2,6,97,1,2,45,346,4,31
730,3610,MIZPE SHALEM,מצפה שלם,3610,151,110,0,110,61,0,0,0,0,0,5,0,0,0,0,9,3,8,9,0,0,0,0,12,0,0,3,0,0,0
731,58,MIZPA,מצפה,58,127,101,0,101,49,0,0,0,0,0,9,0,0,0,0,7,1,15,2,0,0,0,0,14,0,0,3,1,0,0
732,648,MEZER,מצר,648,433,325,0,325,160,0,0,0,0,0,2,0,0,0,0,6,1,5,135,0,0,0,0,14,0,0,1,0,1,0
733,22,#N/A,מקווה ישראל,22,156,108,0,108,43,0,0,0,0,0,18,0,0,0,0,10,2,16,7,0,0,0,0,9,0,0,1,1,0,1
734,843,MARGALIYYOT,מרגליות,843,313,175,0,175,23,1,1,0,0,0,13,0,0,0,0,51,2,48,4,0,0,0,0,13,0,2,6,5,0,6
735,4101,MEROM GOLAN,מרום גולן,4101,501,355,0,355,175,3,1,0,0,0,27,0,0,0,0,11,5,29,14,0,0,0,0,78,0,0,12,0,0,0
736,1340,MERHAV AM,מרחב עם,1340,119,109,0,109,0,0,0,0,0,0,67,0,0,0,0,0,4,11,0,0,0,0,0,1,0,0,2,21,0,3
737,97,MERHAVYA(MOSHAV),מרחביה (מושב),97,503,396,2,394,179,1,2,0,0,0,16,0,0,0,0,29,6,67,21,0,0,0,0,61,0,0,2,7,0,3
738,66,MERHAVYA(QIBBUZ),מרחביה (קיבוץ),66,838,632,5,627,239,0,0,0,0,0,25,0,1,0,0,34,25,119,84,0,0,0,0,87,0,1,8,2,0,2
739,1098,MERKAZ SHAPPIRA,מרכז שפירא,1098,1374,1163,1,1162,19,8,0,0,0,0,604,0,0,0,0,34,3,250,4,3,0,0,0,26,0,0,6,145,1,59
740,421,MASH'ABBE SADE,משאבי שדה,421,458,318,1,317,206,1,0,0,0,0,3,0,0,0,0,12,4,22,37,1,0,0,0,18,1,0,12,0,0,0
741,765,MISGAV DOV,משגב דב,765,463,367,1,366,145,0,0,0,0,0,13,0,0,0,0,23,4,70,36,0,0,0,0,62,0,0,9,3,0,1
742,378,MISGAV AM,משגב עם,378,236,166,2,164,98,0,0,0,0,0,3,0,0,0,0,7,6,7,21,0,0,0,0,12,0,0,9,0,0,1
743,520,MESHHED,משהד,520,4907,3370,12,3358,41,0,3128,0,1,0,0,0,0,0,1,53,1,24,91,0,0,0,9,0,1,0,0,1,0,7
744,3605,MASSU'A,משואה,3605,132,97,1,96,8,0,1,0,0,0,25,0,0,0,0,6,1,39,1,0,0,0,0,11,0,0,4,0,0,0
745,620,MASSU'OT YIZHAQ,משואות יצחק,620,468,394,1,393,19,0,1,0,0,0,278,0,0,0,0,9,3,38,10,1,0,0,0,20,0,0,4,9,0,1
746,670,MISHMAR AYYALON,משמר איילון,670,386,308,0,308,100,2,0,0,0,0,18,0,0,0,0,32,9,75,17,0,0,0,0,43,0,0,5,1,0,6
747,563,MISHMAR DAWID,משמר דוד,563,375,314,3,311,132,0,3,0,0,0,8,0,0,0,0,27,1,39,24,0,0,0,0,72,0,0,2,3,0,0
748,732,MISHMAR HAYARDEN,משמר הירדן,732,454,348,0,348,62,2,0,0,0,0,22,0,0,0,0,33,12,160,8,0,0,0,0,30,0,0,4,8,0,7
749,395,MISHMAR HANEGEV,משמר הנגב,395,736,493,3,490,323,0,0,0,0,0,7,0,0,0,0,26,4,46,36,0,0,0,0,42,1,0,4,0,1,0
750,130,MISHMAR HAEMEQ,משמר העמק,130,908,676,2,674,438,0,0,0,0,0,2,0,0,0,0,7,2,12,167,0,0,0,0,37,0,0,6,0,2,1
751,729,MISHMAR HASHIV'A,משמר השבעה,729,631,494,4,490,160,0,0,0,0,0,22,0,0,0,0,48,7,100,20,0,0,0,0,115,0,1,11,4,1,1
752,194,MISHMAR HASHARON,משמר השרון,194,509,344,0,344,259,0,1,0,0,0,3,0,0,0,0,7,1,18,26,0,0,0,0,25,0,0,3,1,0,0
753,213,MISHMAROT,משמרות,213,459,367,2,365,219,0,2,0,0,0,10,0,0,0,0,12,5,24,34,0,0,0,0,53,0,0,6,0,0,0
754,425,MISHMERET,משמרת,425,622,504,0,504,274,1,2,0,0,0,11,0,1,0,0,25,5,39,48,0,0,0,0,92,0,0,5,1,0,0
755,791,MASH'EN,משען,791,656,486,5,481,35,3,1,0,0,0,66,0,0,0,0,33,7,233,4,0,0,0,0,27,0,1,8,16,0,47
756,1315,MATTAN,מתן,1315,2303,1828,4,1824,790,4,2,1,0,0,85,0,0,0,0,104,42,257,124,0,0,0,0,374,0,1,26,4,0,10
757,1184,MATTAT,מתת,1184,147,110,4,106,29,0,3,0,0,0,3,0,0,0,0,8,2,8,42,0,0,0,0,7,1,0,2,0,0,1
758,3648,MATTITYAHU,מתתיהו,3648,341,225,7,218,0,161,0,0,0,0,12,0,0,0,0,1,0,14,0,1,0,0,0,0,0,0,0,20,0,9
759,4551,NE'OT GOLAN,נאות גולן,4551,358,256,3,253,81,2,0,0,0,0,22,0,0,0,0,31,12,32,5,0,0,0,0,51,0,0,15,0,0,2
760,1124,NE'OT HAKIKKAR,נאות הכיכר,1124,198,136,0,136,75,0,0,0,0,0,3,0,0,0,0,8,2,13,13,0,0,0,0,15,0,0,6,1,0,0
761,408,NE'OT MORDEKHAY,נאות מרדכי,408,479,340,0,340,201,0,2,0,0,0,22,0,0,0,0,30,3,22,21,0,0,0,0,24,0,0,13,1,0,1
762,1197,NE'OT SMADAR,נאות סמדר,1197,333,201,0,201,98,0,0,0,0,0,4,0,0,0,0,6,1,24,43,0,0,0,0,12,0,0,13,0,0,0
763,524,NA'URA,נאעורה,524,1272,783,13,770,88,0,635,0,0,0,0,0,0,0,1,1,0,1,24,0,0,0,17,0,0,0,0,0,0,3
764,396,NEVATIM,נבטים,396,589,481,3,478,148,3,3,0,0,0,56,0,0,0,0,65,3,132,6,0,0,0,1,43,0,1,1,10,0,6
765,315,NEGBA,נגבה,315,629,430,0,430,251,0,0,0,0,0,11,0,0,0,0,16,4,21,57,0,1,0,0,64,0,0,4,1,0,0
766,3724,NEGOHOT,נגוהות,3724,87,82,0,82,0,0,0,0,0,0,59,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,15,0,0
767,309,NEHORA,נהורה,309,889,676,3,673,93,6,1,0,0,0,50,0,0,0,0,91,11,266,10,0,0,0,0,46,0,0,11,24,1,63
768,80,NAHALAL,נהלל,80,666,519,1,518,297,0,1,0,0,0,13,0,0,0,0,17,5,55,47,0,0,0,0,73,0,0,8,1,0,1
769,9100,NAHARIYYA,נהריה,9100,46867,30878,338,30540,5129,177,127,0,0,4,1866,3,6,0,2,3073,3357,10575,453,10,3,10,5,3234,3,17,399,398,41,1648
770,4304,NOV,נוב,4304,447,381,1,380,3,2,0,0,0,0,232,0,0,0,0,8,3,88,2,0,0,0,0,12,0,2,7,20,0,1
771,55,NOGAH,נוגה,55,380,278,1,277,43,1,0,0,0,0,9,0,0,0,0,50,4,142,2,0,0,0,0,8,0,0,1,9,0,8
772,590,NEWE UR,נווה אור,590,323,218,1,217,135,0,1,0,0,0,10,0,0,0,0,10,2,14,12,0,0,0,0,22,0,0,10,0,0,1
773,4303,#N/A,"נווה אטי""ב",4303,154,110,2,108,26,0,0,0,0,0,11,0,0,0,0,8,7,9,7,0,0,0,0,34,0,0,5,1,0,0
774,405,NEWE ILAN,נווה אילן,405,705,493,1,492,196,3,0,0,0,0,21,0,0,0,0,43,2,81,46,2,0,0,0,83,0,0,7,1,1,6
775,296,NEWE ETAN,נווה איתן,296,229,141,1,140,78,0,0,0,1,0,6,0,0,0,0,4,0,16,16,0,0,0,0,10,0,0,6,0,1,2
776,3725,NEWE DANIYYEL,נווה דניאל,3725,1341,1093,4,1089,11,4,0,0,0,1,691,0,0,0,0,18,2,272,1,3,0,0,0,5,0,0,5,70,0,6
777,1057,#N/A,נווה זוהר,1057,71,40,0,40,5,0,0,0,0,0,1,0,0,0,0,7,0,14,0,0,0,0,0,4,0,0,2,2,2,3
778,1314,NEWE ZIV,נווה זיו,1314,398,310,1,309,90,1,0,0,0,0,18,0,0,0,0,28,6,81,10,0,0,0,0,54,0,0,2,6,2,11
779,312,NEWE YAM,נווה ים,312,205,163,0,163,66,0,0,0,0,0,14,0,0,0,0,21,4,25,9,1,0,0,0,14,0,0,4,2,2,1
780,686,NEWE YAMIN,נווה ימין,686,952,739,4,735,115,5,0,0,0,0,33,0,0,0,0,70,21,315,11,0,0,0,0,93,0,0,23,11,0,38
781,858,NEWE YARAQ,נווה ירק,858,834,705,5,700,368,1,1,0,0,0,25,0,0,0,0,39,5,69,39,0,0,0,0,140,0,0,10,2,0,1
782,827,NEWE MIVTAH,נווה מבטח,827,409,333,0,333,167,0,2,0,0,0,15,0,0,0,0,28,4,42,14,0,0,1,0,52,0,0,4,2,0,2
783,1071,NEWE MIKHA'EL,נווה מיכאל,1071,363,279,1,278,27,4,1,0,0,0,34,0,0,0,0,31,3,128,0,0,0,0,0,7,0,0,3,14,0,26
784,1259,NEWE SHALOM,נווה שלום,1259,171,136,0,136,13,0,80,0,0,0,0,0,0,0,0,3,0,0,37,0,0,0,2,0,0,0,1,0,0,0
785,1366,NAVE,נווה,1366,313,286,0,286,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,221,0,2
786,15,NO'AM,נועם,15,300,230,2,228,2,2,0,0,0,0,13,0,0,0,0,13,1,142,0,0,0,0,0,4,0,0,2,4,0,45
787,1333,NOF AYYALON,נוף איילון,1333,1582,1342,3,1339,10,43,0,0,0,0,867,0,0,0,0,9,4,167,2,2,0,0,0,3,0,0,4,200,0,28
788,3790,NOFIM,נופים,3790,425,311,2,309,7,1,0,0,0,1,81,0,0,0,0,10,18,164,0,0,0,0,0,4,0,1,8,9,0,5
789,1284,NOFIT,נופית,1284,1924,1553,2,1551,758,4,1,0,0,0,50,0,0,0,0,92,11,192,71,0,0,0,0,350,0,0,13,7,1,1
790,257,NOFEKH,נופך,257,338,263,0,263,52,1,0,0,0,0,13,0,0,0,0,36,6,90,12,0,0,0,0,16,0,0,4,6,0,27
791,3726,NOQEDIM,נוקדים,3726,922,760,4,756,12,9,1,0,0,1,296,0,0,0,0,13,119,213,2,2,0,1,0,5,0,0,8,70,0,4
792,447,NORDIYYA,נורדיה,447,1697,1343,9,1334,559,6,0,0,0,0,49,0,0,0,0,115,23,266,71,1,0,0,0,227,0,0,8,3,0,6
793,59,NEHUSHA,נחושה,59,533,443,1,442,7,3,0,0,0,0,215,0,0,0,0,17,1,134,5,3,0,0,0,9,0,0,3,35,0,10
794,844,NAHAL OZ,נחל עוז,844,315,222,0,222,126,0,0,0,0,0,6,0,0,0,0,10,2,11,21,0,0,0,0,36,0,0,10,0,0,0
795,2045,NAHALA,נחלה,2045,392,337,2,335,62,7,0,0,0,0,23,0,0,0,0,51,2,114,1,1,0,1,0,17,0,0,2,26,0,28
796,3767,NAHALI'EL,נחליאל,3767,288,245,1,244,0,10,0,0,0,0,27,0,0,0,0,0,1,13,0,0,0,1,0,0,0,0,0,173,0,19
797,449,NEHALIM,נחלים,449,871,748,2,746,20,10,0,0,0,0,465,0,0,0,0,18,2,148,6,0,0,0,0,30,0,0,0,44,0,3
798,809,NAHAM,נחם,809,387,355,3,352,15,11,0,0,0,0,42,0,0,0,0,24,2,181,0,0,0,0,0,13,0,0,4,25,1,34
799,522,NAHEF,נחף,522,7214,5106,22,5084,28,0,4936,1,1,2,0,0,0,0,0,12,1,7,30,1,0,3,41,7,0,3,1,3,1,6
800,433,NAHSHOLIM,נחשולים,433,510,408,1,407,276,0,0,0,0,0,8,0,0,0,0,18,2,11,45,0,0,0,0,34,0,0,12,0,1,0
801,777,NAHSHON,נחשון,777,402,308,4,304,126,0,1,0,0,0,1,0,0,0,0,4,0,8,136,0,0,0,0,23,0,4,0,0,0,1
802,705,NAHSHONIM,נחשונים,705,301,211,1,210,110,0,0,0,0,0,4,0,0,0,0,2,0,9,65,0,0,0,0,18,0,0,2,0,0,0
803,1147,NETU'A,נטועה,1147,223,182,1,181,30,2,0,0,0,0,8,0,0,0,0,27,1,57,2,0,0,0,0,8,0,1,3,2,0,40
804,4014,NATUR,נטור,4014,189,150,0,150,16,0,0,0,0,0,49,0,0,0,0,11,3,38,5,1,0,0,0,16,0,0,5,5,0,1
805,1369,NETA,נטע,1369,149,139,1,138,0,0,0,0,0,0,120,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,1
806,174,NETA'IM,נטעים,174,473,380,0,380,166,1,2,0,0,0,18,0,0,0,0,23,3,53,33,0,0,0,0,74,0,0,4,1,0,2
807,1254,NATAF,נטף,1254,336,257,0,257,109,0,1,0,0,0,4,0,0,0,0,10,0,8,100,0,0,0,1,17,0,0,4,0,3,0
808,523,NEIN,ניין,523,1149,897,10,887,11,0,284,0,0,1,0,0,0,0,1,5,0,5,551,0,0,0,20,1,0,0,0,0,0,8
809,3655,NILI,"ניל""י",3655,832,671,2,669,86,5,0,0,0,0,116,0,0,0,0,74,31,223,8,0,0,0,0,97,0,1,20,3,1,4
810,1419,NIZZAN B,ניצן ב',1419,1233,969,5,964,18,7,0,0,0,0,300,0,0,0,0,32,11,405,1,0,0,0,0,16,0,1,10,138,0,25
811,351,NIZZAN,ניצן,351,932,744,0,744,6,0,0,0,0,0,339,0,0,0,0,24,4,220,1,1,0,0,0,13,0,0,3,127,0,6
812,1195,NIZZANA (QEHILAT HINUH),ניצנה (קהילת חינו,1195,176,75,1,74,27,1,1,0,0,0,11,0,0,0,0,3,1,9,6,0,0,0,0,6,0,0,9,0,0,0
813,1280,NIZZANE SINAY,ניצני סיני,1280,174,115,1,114,47,0,0,0,0,1,14,0,0,0,0,9,4,17,4,1,0,0,0,13,0,0,3,1,0,0
814,851,NIZZANE OZ,ניצני עוז,851,691,557,1,556,172,1,0,0,0,0,38,0,0,0,0,73,6,142,22,0,0,0,0,77,0,0,16,3,0,6
815,359,NIZZANIM,ניצנים,359,344,262,2,260,162,0,0,0,0,0,0,0,0,0,0,12,0,5,36,0,0,0,0,36,0,0,6,2,1,0
816,808,NIR ELIYYAHU,ניר אליהו,808,392,293,1,292,194,0,1,0,0,0,2,0,0,0,0,8,1,12,41,0,0,0,0,33,0,0,0,0,0,0
817,553,NIR BANIM,ניר בנים,553,538,434,3,431,247,2,0,0,0,0,17,0,0,0,0,30,4,40,34,0,0,0,0,47,0,1,9,0,0,0
818,720,NIR GALLIM,ניר גלים,720,535,468,1,467,15,4,0,0,0,0,270,0,0,0,0,12,3,92,11,0,0,0,0,14,1,0,3,34,0,8
819,256,NIR DAWID (TEL AMAL),ניר דוד (תל עמל),256,577,444,0,444,253,0,0,0,0,0,4,0,0,0,0,2,1,8,116,0,0,0,0,40,0,0,20,0,0,0
820,11,NIR HEN,"ניר ח""ן",11,359,262,1,261,86,0,0,0,0,0,27,0,0,0,0,36,3,59,9,0,0,0,0,32,0,0,3,3,0,3
821,165,NIR YAFE,ניר יפה,165,379,307,0,307,76,0,0,0,0,0,22,0,0,0,0,47,1,102,2,0,0,0,0,45,0,0,5,1,0,6
822,402,NIR YIZHAQ,ניר יצחק,402,566,381,0,381,151,0,7,0,0,0,5,0,0,0,0,5,1,3,175,0,0,0,0,27,0,1,5,0,0,1
823,699,NIR YISRA'EL,ניר ישראל,699,557,439,0,439,213,0,1,0,0,0,23,0,0,0,0,34,9,61,24,0,0,0,0,61,0,0,4,5,2,2
824,2047,NIR MOSHE,ניר משה,2047,372,281,1,280,109,0,0,0,0,0,11,0,0,0,0,21,1,72,18,1,0,0,0,29,0,1,5,4,0,8
825,69,NIR OZ,ניר עוז,69,344,269,1,268,121,0,2,0,0,0,6,0,0,0,0,6,1,8,93,1,0,0,0,24,0,0,5,0,0,1
826,348,NIR AM,ניר עם,348,339,216,1,215,124,3,0,0,0,0,5,0,0,0,0,5,0,18,26,0,0,0,0,23,0,0,10,0,0,1
827,769,NIR EZYON,ניר עציון,769,398,300,1,299,26,2,6,0,0,0,159,0,0,0,0,13,2,40,6,2,0,1,1,19,1,0,3,16,0,2
828,2048,NIR AQIVA,ניר עקיבא,2048,393,315,1,314,77,1,0,0,0,0,40,1,0,0,0,27,1,60,12,0,0,0,0,21,0,0,2,61,0,11
829,331,NIR ZEVI,ניר צבי,331,889,695,2,693,321,1,1,0,0,0,13,0,0,0,0,45,3,84,75,1,0,0,0,127,0,0,17,5,0,0
830,602,NIRIM,נירים,602,377,280,0,280,146,0,3,0,0,0,3,0,0,0,0,3,6,2,99,0,0,0,0,12,0,0,4,2,0,0
831,1236,NIRIT,נירית,1236,948,774,0,774,383,1,2,0,0,0,18,0,0,0,0,52,7,54,72,0,0,0,0,165,0,0,17,1,0,2
