_id,settlement name,settlement ID,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
769,Nahariya,9100,46867,30878,338,30540,5129,177,127,0,0,4,1866,3,6,0,2,3073,3357,10575,453,10,3,10,5,3234,3,17,399,398,41,1648
770,Nov,4304,447,381,1,380,3,2,0,0,0,0,232,0,0,0,0,8,3,88,2,0,0,0,0,12,0,2,7,20,0,1
771,Venus,55,380,278,1,277,43,1,0,0,0,0,9,0,0,0,0,50,4,142,2,0,0,0,0,8,0,0,1,9,0,8
772,Neve Or,590,323,218,1,217,135,0,1,0,0,0,10,0,0,0,0,10,2,14,12,0,0,0,0,22,0,0,10,0,0,1
773,Neve Ativ,4303,154,110,2,108,26,0,0,0,0,0,11,0,0,0,0,8,7,9,7,0,0,0,0,34,0,0,5,1,0,0
774,Neve Ilan,405,705,493,1,492,196,3,0,0,0,0,21,0,0,0,0,43,2,81,46,2,0,0,0,83,0,0,7,1,1,6
775,Neve Eitan,296,229,141,1,140,78,0,0,0,1,0,6,0,0,0,0,4,0,16,16,0,0,0,0,10,0,0,6,0,1,2
776,Neve Daniel,3725,1341,1093,4,1089,11,4,0,0,0,1,691,0,0,0,0,18,2,272,1,3,0,0,0,5,0,0,5,70,0,6
777,Neve Zohar,1057,71,40,0,40,5,0,0,0,0,0,1,0,0,0,0,7,0,14,0,0,0,0,0,4,0,0,2,2,2,3
778,Neve Ziv,1314,398,310,1,309,90,1,0,0,0,0,18,0,0,0,0,28,6,81,10,0,0,0,0,54,0,0,2,6,2,11
779,Neve Yam,312,205,163,0,163,66,0,0,0,0,0,14,0,0,0,0,21,4,25,9,1,0,0,0,14,0,0,4,2,2,1
780,Neve Yemin,686,952,739,4,735,115,5,0,0,0,0,33,0,0,0,0,70,21,315,11,0,0,0,0,93,0,0,23,11,0,38
781,Neve Yerak,858,834,705,5,700,368,1,1,0,0,0,25,0,0,0,0,39,5,69,39,0,0,0,0,140,0,0,10,2,0,1
782,Neve Mefet,827,409,333,0,333,167,0,2,0,0,0,15,0,0,0,0,28,4,42,14,0,0,1,0,52,0,0,4,2,0,2
783,Neve Michael,1071,363,279,1,278,27,4,1,0,0,0,34,0,0,0,0,31,3,128,0,0,0,0,0,7,0,0,3,14,0,26
784,Neve Shalom,1259,171,136,0,136,13,0,80,0,0,0,0,0,0,0,0,3,0,0,37,0,0,0,2,0,0,0,1,0,0,0
785,Neve,1366,313,286,0,286,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,221,0,2
786,pleasantness,15,300,230,2,228,2,2,0,0,0,0,13,0,0,0,0,13,1,142,0,0,0,0,0,4,0,0,2,4,0,45
787,Nof Ayalon,1333,1582,1342,3,1339,10,43,0,0,0,0,867,0,0,0,0,9,4,167,2,2,0,0,0,3,0,0,4,200,0,28
788,landscapes,3790,425,311,2,309,7,1,0,0,0,1,81,0,0,0,0,10,18,164,0,0,0,0,0,4,0,1,8,9,0,5
789,scenic,1284,1924,1553,2,1551,758,4,1,0,0,0,50,0,0,0,0,92,11,192,71,0,0,0,0,350,0,0,13,7,1,1
790,garnet,257,338,263,0,263,52,1,0,0,0,0,13,0,0,0,0,36,6,90,12,0,0,0,0,16,0,0,4,6,0,27
791,dots,3726,922,760,4,756,12,9,1,0,0,1,296,0,0,0,0,13,119,213,2,2,0,1,0,5,0,0,8,70,0,4
792,nordia,447,1697,1343,9,1334,559,6,0,0,0,0,49,0,0,0,0,115,23,266,71,1,0,0,0,227,0,0,8,3,0,6
793,copper,59,533,443,1,442,7,3,0,0,0,0,215,0,0,0,0,17,1,134,5,3,0,0,0,9,0,0,3,35,0,10
794,Nahal Oz,844,315,222,0,222,126,0,0,0,0,0,6,0,0,0,0,10,2,11,21,0,0,0,0,36,0,0,10,0,0,0
795,inheritance,2045,392,337,2,335,62,7,0,0,0,0,23,0,0,0,0,51,2,114,1,1,0,1,0,17,0,0,2,26,0,28
796,Nahaliel,3767,288,245,1,244,0,10,0,0,0,0,27,0,0,0,0,0,1,13,0,0,0,1,0,0,0,0,0,173,0,19
797,streams,449,871,748,2,746,20,10,0,0,0,0,465,0,0,0,0,18,2,148,6,0,0,0,0,30,0,0,0,44,0,3
798,Nehem,809,387,355,3,352,15,11,0,0,0,0,42,0,0,0,0,24,2,181,0,0,0,0,0,13,0,0,4,25,1,34
799,floated,522,7214,5106,22,5084,28,0,4936,1,1,2,0,0,0,0,0,12,1,7,30,1,0,3,41,7,0,3,1,3,1,6
800,surges,433,510,408,1,407,276,0,0,0,0,0,8,0,0,0,0,18,2,11,45,0,0,0,0,34,0,0,12,0,1,0
801,Nachshon,777,402,308,4,304,126,0,1,0,0,0,1,0,0,0,0,4,0,8,136,0,0,0,0,23,0,4,0,0,0,1
802,Nachshonim,705,301,211,1,210,110,0,0,0,0,0,4,0,0,0,0,2,0,9,65,0,0,0,0,18,0,0,2,0,0,0
803,planted,1147,223,182,1,181,30,2,0,0,0,0,8,0,0,0,0,27,1,57,2,0,0,0,0,8,0,1,3,2,0,40
804,sentinel,4014,189,150,0,150,16,0,0,0,0,0,49,0,0,0,0,11,3,38,5,1,0,0,0,16,0,0,5,5,0,1
805,planted,1369,149,139,1,138,0,0,0,0,0,0,120,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,1
806,planted,174,473,380,0,380,166,1,2,0,0,0,18,0,0,0,0,23,3,53,33,0,0,0,0,74,0,0,4,1,0,2
807,myrrh,1254,336,257,0,257,109,0,1,0,0,0,4,0,0,0,0,10,0,8,100,0,0,0,1,17,0,0,4,0,3,0
808,Nay,523,1149,897,10,887,11,0,284,0,0,1,0,0,0,0,1,5,0,5,551,0,0,0,20,1,0,0,0,0,0,8
809,NIL,3655,832,671,2,669,86,5,0,0,0,0,116,0,0,0,0,74,31,223,8,0,0,0,0,97,0,1,20,3,1,4
810,Nitzan B,1419,1233,969,5,964,18,7,0,0,0,0,300,0,0,0,0,32,11,405,1,0,0,0,0,16,0,1,10,138,0,25
811,Nitzan,351,932,744,0,744,6,0,0,0,0,0,339,0,0,0,0,24,4,220,1,1,0,0,0,13,0,0,3,127,0,6
812,Nitsana (Hino community,1195,176,75,1,74,27,1,1,0,0,0,11,0,0,0,0,3,1,9,6,0,0,0,0,6,0,0,9,0,0,0
813,Chinese buds,1280,174,115,1,114,47,0,0,0,0,1,14,0,0,0,0,9,4,17,4,1,0,0,0,13,0,0,3,1,0,0
814,Oz buds,851,691,557,1,556,172,1,0,0,0,0,38,0,0,0,0,73,6,142,22,0,0,0,0,77,0,0,16,3,0,6
815,buds,359,344,262,2,260,162,0,0,0,0,0,0,0,0,0,0,12,0,5,36,0,0,0,0,36,0,0,6,2,1,0
816,Nir Eliyahu,808,392,293,1,292,194,0,1,0,0,0,2,0,0,0,0,8,1,12,41,0,0,0,0,33,0,0,0,0,0,0
817,Nir Binim,553,538,434,3,431,247,2,0,0,0,0,17,0,0,0,0,30,4,40,34,0,0,0,0,47,0,1,9,0,0,0
818,Nir Galim,720,535,468,1,467,15,4,0,0,0,0,270,0,0,0,0,12,3,92,11,0,0,0,0,14,1,0,3,34,0,8
819,Nir David (Tel Amal),256,577,444,0,444,253,0,0,0,0,0,4,0,0,0,0,2,1,8,116,0,0,0,0,40,0,0,20,0,0,0
820,Nir Khan,11,359,262,1,261,86,0,0,0,0,0,27,0,0,0,0,36,3,59,9,0,0,0,0,32,0,0,3,3,0,3
821,Nir is beautiful,165,379,307,0,307,76,0,0,0,0,0,22,0,0,0,0,47,1,102,2,0,0,0,0,45,0,0,5,1,0,6
822,Nir Yitzhak,402,566,381,0,381,151,0,7,0,0,0,5,0,0,0,0,5,1,3,175,0,0,0,0,27,0,1,5,0,0,1
823,Nir Israel,699,557,439,0,439,213,0,1,0,0,0,23,0,0,0,0,34,9,61,24,0,0,0,0,61,0,0,4,5,2,2
824,Nir Moshe,2047,372,281,1,280,109,0,0,0,0,0,11,0,0,0,0,21,1,72,18,1,0,0,0,29,0,1,5,4,0,8
825,Nir Oz,69,344,269,1,268,121,0,2,0,0,0,6,0,0,0,0,6,1,8,93,1,0,0,0,24,0,0,5,0,0,1
826,Nir with,348,339,216,1,215,124,3,0,0,0,0,5,0,0,0,0,5,0,18,26,0,0,0,0,23,0,0,10,0,0,1
827,Nir Etzion,769,398,300,1,299,26,2,6,0,0,0,159,0,0,0,0,13,2,40,6,2,0,1,1,19,1,0,3,16,0,2
828,Nir Akiva,2048,393,315,1,314,77,1,0,0,0,0,40,1,0,0,0,27,1,60,12,0,0,0,0,21,0,0,2,61,0,11
829,Nir Zvi,331,889,695,2,693,321,1,1,0,0,0,13,0,0,0,0,45,3,84,75,1,0,0,0,127,0,0,17,5,0,0
830,Nirim,602,377,280,0,280,146,0,3,0,0,0,3,0,0,0,0,3,6,2,99,0,0,0,0,12,0,0,4,2,0,0
831,Nirit,1236,948,774,0,774,383,1,2,0,0,0,18,0,0,0,0,52,7,54,72,0,0,0,0,165,0,0,17,1,0,2
832,Niran,3620,72,55,0,55,47,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0
833,A mountain miracle,825,646,521,1,520,106,3,1,0,0,0,43,0,0,0,0,46,6,207,17,0,0,0,1,51,0,1,6,18,0,14
834,Ness Ziona,7200,30675,24115,167,23948,7656,173,25,2,1,6,1140,0,1,0,0,2355,550,5544,1029,13,4,2,1,4292,2,10,253,312,17,560
835,youth,186,157,79,0,79,37,0,0,0,0,0,3,0,0,0,0,8,5,14,4,0,0,0,0,6,0,0,0,0,1,1
836,superior,3787,785,634,5,629,97,3,0,0,0,0,125,0,0,0,0,67,26,198,6,1,0,0,0,81,1,0,10,9,1,4
837,NAMA,3713,126,77,0,77,25,0,0,0,0,0,6,0,0,0,0,8,2,22,2,0,0,0,0,9,0,0,2,1,0,0
838,naan,158,1201,905,5,900,616,2,0,0,0,0,15,0,0,0,0,26,10,25,100,0,0,0,0,94,0,0,10,0,0,2
839,Nazareth (tribe),1041,349,152,5,147,0,0,139,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,0,0,2
840,Hazani's scion,1372,193,170,0,170,2,2,0,0,0,0,75,0,0,0,0,6,0,40,0,0,0,0,0,0,0,0,1,37,0,7
841,Descendant of Sarni,435,548,437,0,437,316,1,0,0,0,0,6,0,0,0,0,15,1,9,38,0,0,0,0,43,0,0,3,3,0,2
842,Nazareth Illit,1061,39087,22586,472,22114,2269,80,3599,2,4,5,921,1,2,0,21,1618,4715,6054,350,16,6,1,30,1371,11,15,268,439,29,287
843,Nazareth,7300,53232,32689,290,32399,869,9,29881,4,3,0,6,2,1,0,7,136,126,343,677,4,4,10,110,70,4,9,43,12,6,63
844,Nesher,2500,19318,12999,170,12829,2475,95,110,2,1,1,570,0,1,0,0,1367,1569,3955,228,7,4,1,2,1671,2,7,205,76,14,466
845,The battalion route,3555,149,105,0,105,30,0,0,0,0,0,11,0,0,0,0,14,3,25,3,0,0,0,0,12,0,0,4,3,0,0
846,The path of the Lord,693,409,321,0,321,221,0,3,0,0,0,2,0,0,0,0,10,0,9,34,0,0,0,0,33,0,0,8,0,0,1
847,Enrichment path,1242,594,502,2,500,202,0,1,0,0,0,47,0,0,0,0,35,11,81,26,0,0,0,0,78,0,0,16,2,1,0
848,the convoy route,792,410,324,1,323,105,1,0,0,0,0,15,0,0,0,0,50,6,95,5,0,0,0,0,28,0,0,7,3,0,8
849,routes,246,19308,14763,160,14603,295,1021,10,2,0,0,805,2,0,0,1,525,1068,4310,25,1,2,1,2,186,4,7,87,2836,10,3403
850,Netanya,7400,168914,106738,1270,105468,14575,2921,65,5,2,10,6851,6,2,0,5,11796,8424,35374,1538,24,21,14,9,11035,40,63,1089,3177,103,8319
851,Sajor,525,2657,1438,10,1428,338,0,21,0,0,0,29,0,0,0,0,236,324,189,8,0,1,0,1,50,1,2,4,35,0,189
852,Sasa,578,466,338,0,338,172,0,1,0,0,0,8,0,0,0,0,6,2,8,115,0,1,0,0,20,0,0,5,0,0,0
853,groundsel,587,3458,2405,9,2396,1055,13,3,0,0,1,59,0,0,0,0,80,42,417,208,0,0,0,0,459,0,1,33,17,1,7
854,virtue,2046,398,324,0,324,147,1,0,0,0,0,12,0,0,0,0,32,4,59,20,0,0,0,0,37,0,0,5,1,1,5
855,Suaed (Hamaria),942,113,48,0,48,2,0,33,0,0,0,1,0,0,0,0,3,0,2,2,0,0,0,2,0,0,0,0,0,0,3
856,ladder,526,1801,1338,14,1324,32,2,1082,0,0,0,0,0,0,0,1,5,0,2,134,0,0,0,9,2,0,0,1,0,0,54
857,a horse,3756,525,429,3,426,0,0,0,0,0,0,318,0,0,0,0,2,0,35,1,0,0,0,0,0,0,0,2,67,0,1
858,storm,1238,192,144,0,144,80,0,0,0,0,0,7,0,0,0,0,7,4,7,6,0,0,0,0,27,0,0,5,1,0,0
859,Sakhenin,7500,18647,15231,49,15182,204,6,14603,1,1,0,5,0,2,0,4,71,11,27,149,0,0,1,30,16,0,1,1,9,1,39
860,Said (tribe),1170,1587,659,4,655,48,0,516,1,0,2,0,0,1,0,3,21,1,7,4,0,0,0,17,4,0,0,0,0,0,30
861,Selma,1245,1879,1018,11,1007,84,0,760,0,0,0,2,0,0,0,24,8,1,48,7,0,0,0,32,2,0,1,1,5,1,31
862,rocky,3567,408,318,1,317,148,0,1,0,0,0,11,0,0,0,0,7,1,49,18,0,0,0,0,78,0,0,4,0,0,0
863,Samar,1156,294,193,1,192,82,0,3,0,0,0,2,0,0,0,0,6,3,14,60,0,0,1,1,8,1,0,10,1,0,0
864,Sensena,3777,163,145,0,145,0,0,0,0,0,0,110,0,0,0,0,2,0,22,0,0,0,0,0,1,0,0,0,9,0,1
865,welfare,419,594,477,1,476,76,1,0,0,0,0,230,0,0,0,0,25,2,78,12,1,0,0,0,25,0,0,8,16,0,2
866,storm,454,540,401,0,401,184,0,0,0,0,0,13,0,0,0,0,26,13,52,56,0,0,0,0,56,0,0,0,0,0,1
867,sapphire,1176,282,197,1,196,66,0,0,0,0,0,20,0,0,0,0,12,7,43,11,0,0,0,0,18,0,0,14,4,0,1
868,Satria,610,771,607,2,605,276,2,5,0,0,0,27,0,0,0,0,33,3,76,51,1,0,0,0,113,0,0,12,4,1,1
869,Ajar,4501,1470,690,6,684,187,6,22,0,0,1,8,0,0,0,1,205,3,169,23,1,0,0,1,1,1,2,1,30,1,21
870,Abdon,892,473,342,3,339,53,1,0,0,0,1,25,0,0,0,0,54,2,117,1,0,0,0,0,9,0,1,7,2,0,66
871,Evron,376,614,489,4,485,317,1,1,0,0,0,0,0,0,0,0,11,3,10,106,0,0,0,0,23,1,0,10,0,0,2
872,crane,794,286,208,1,207,13,7,0,0,0,0,6,0,0,0,0,35,2,109,3,0,0,2,0,5,0,0,2,3,0,20
873,jewel,1199,1348,1082,0,1082,433,1,0,0,0,0,51,0,0,0,0,94,14,179,38,0,0,0,0,250,0,3,12,4,0,3
874,Edens,2035,292,229,0,229,91,0,0,0,0,0,8,0,0,0,0,7,4,38,13,0,0,0,0,54,0,0,11,0,1,2
875,Uza,826,374,294,2,292,1,12,0,0,0,0,32,0,0,0,0,24,0,130,0,0,0,0,0,1,0,0,1,47,1,43
876,Uzair,528,1665,941,9,932,9,1,890,0,0,0,1,0,0,0,0,5,4,3,13,0,0,0,3,0,0,0,1,1,0,1
877,chicory,737,687,545,2,543,238,0,0,0,0,0,34,0,0,0,0,51,2,79,22,0,0,0,0,95,0,0,9,11,0,2
878,Omar,666,6184,4712,14,4698,1782,8,21,0,0,1,259,0,0,0,0,349,81,1026,370,2,0,0,0,691,0,4,49,37,1,17
879,Ofer,810,384,311,0,311,100,0,0,0,0,0,24,0,0,0,0,23,1,78,40,0,0,0,0,34,0,0,7,3,1,0
880,Ofra,3617,1782,1485,6,1479,5,4,1,0,0,0,1051,0,0,0,1,12,4,246,1,0,0,0,0,4,0,0,12,136,0,2
881,power,32,396,323,1,322,10,3,0,0,0,0,12,0,0,0,0,18,1,79,0,0,0,0,0,2,0,0,3,25,0,169
882,Followers (created a follower),957,234,164,1,163,0,0,145,0,0,0,1,0,0,0,0,1,0,1,12,0,0,0,2,0,0,0,0,0,0,1
883,helped,1149,641,498,1,497,126,1,0,0,0,0,21,0,0,0,0,86,5,111,11,0,0,0,0,88,0,1,21,13,0,13
884,Asriel,837,538,454,3,451,17,8,0,0,0,0,55,0,0,0,0,58,2,242,1,0,0,0,0,14,0,0,3,40,0,11
885,Azaria,711,704,577,3,574,53,3,0,0,0,0,23,0,0,0,0,69,6,324,3,0,0,0,0,32,0,1,8,9,0,43
886,Ezrikem,817,833,647,3,644,65,0,1,0,0,0,25,0,0,0,0,90,6,360,2,0,0,0,0,44,0,0,11,17,0,23
887,Atawana (tribe),969,119,57,0,57,0,0,53,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0
888,crown,3658,279,244,0,244,1,0,0,0,0,0,179,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,38,0,2
889,Idan,1175,259,173,0,173,95,0,0,0,0,0,13,0,0,0,0,8,0,19,12,0,0,0,0,20,0,0,3,2,1,0
890,Aylabon,530,3765,2670,20,2650,359,1,1660,0,1,0,10,1,0,0,2,126,41,72,226,0,0,1,12,3,1,0,6,1,2,125
891,springs,156,88,52,1,51,18,0,0,0,0,0,3,0,0,0,0,7,0,9,4,0,0,0,0,10,0,0,0,0,0,0
892,Ilot,511,4475,1941,39,1902,115,1,1578,0,0,1,3,0,0,0,0,25,3,49,12,1,1,0,20,1,0,0,2,3,1,86
893,Ain Ayala,687,663,517,1,516,255,0,0,0,0,0,15,0,0,0,0,42,8,39,52,0,0,0,0,86,0,0,9,8,1,1
894,Ain al-Assad,546,571,281,3,278,50,3,11,0,0,0,1,0,0,0,0,30,76,26,7,0,0,0,0,4,0,1,8,0,0,61
895,Ein Gev,273,458,317,0,317,193,0,3,0,0,0,8,0,0,0,0,18,5,20,31,0,0,0,0,31,0,0,6,2,0,0
896,Ein Gedi,2042,441,297,3,294,172,0,2,0,0,0,8,0,0,0,0,21,2,21,41,0,0,0,0,21,0,0,3,1,0,2
897,Ein Dor,436,873,584,1,583,278,0,1,0,0,0,15,1,0,0,0,38,7,16,150,0,0,0,0,56,0,0,19,1,0,1
898,Eye of the Gospel,1240,644,517,1,516,213,1,0,0,0,0,60,0,0,0,0,22,9,64,34,0,0,0,0,90,0,1,11,5,2,4
899,Ein Hod,74,452,337,1,336,162,2,8,0,0,0,10,0,0,0,0,12,1,23,91,0,0,0,0,13,0,0,12,2,0,0
900,The eye of the forest,167,662,536,2,534,301,0,0,0,0,0,4,0,0,0,0,6,1,9,184,0,0,0,0,24,0,0,4,1,0,0
901,Eye of the Bay,289,654,509,0,509,302,2,0,0,0,0,4,0,0,0,0,12,0,5,152,0,0,0,0,22,0,0,10,0,0,0
902,Eye of the commissioner,383,429,333,0,333,29,0,0,0,0,0,198,0,0,0,0,8,1,51,7,1,0,0,0,23,0,0,4,11,0,0
903,Eye of the valley,367,553,419,3,416,72,1,0,0,0,0,29,0,0,0,0,51,1,196,11,0,0,0,0,28,0,0,0,4,0,23
904,the judge's eye,270,841,541,1,540,323,0,0,0,0,0,5,0,0,0,0,11,14,13,137,0,0,0,0,18,1,0,13,1,1,3
905,Eye of the Three,676,336,224,1,223,143,0,0,0,0,0,3,0,0,0,0,12,3,27,13,1,0,0,1,17,0,2,1,0,0,0
906,Rose eye,157,1008,845,1,844,503,2,2,0,0,0,23,0,0,0,0,21,8,60,72,0,0,0,0,148,0,0,2,2,1,0
907,Ein Zivan,4503,238,155,1,154,68,0,0,0,0,0,9,0,0,0,0,5,6,13,8,0,0,0,0,36,0,0,8,0,1,0
908,sharp eye,1320,159,109,1,108,0,0,87,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,16
909,Ein Harod (unification),89,530,411,1,410,283,1,0,0,0,1,6,0,0,0,0,12,4,29,30,20,0,0,0,18,0,0,3,3,0,0
910,Ein Harod (United),82,679,485,2,483,306,2,0,0,0,0,20,0,0,0,0,23,8,29,36,0,1,0,0,45,0,0,11,1,1,0
911,Ein Yahav,806,483,384,3,381,282,0,2,0,0,0,6,0,0,0,0,18,2,13,24,0,0,0,0,29,0,0,2,2,0,1
912,Ein Yaakov,813,613,470,1,469,99,1,1,0,0,0,43,0,0,0,0,47,9,170,11,0,0,0,1,24,0,0,21,7,1,34
913,Ein Carmel,426,470,376,1,375,236,1,0,0,0,0,4,0,0,0,0,19,13,16,34,0,0,0,0,43,0,2,7,0,0,0
914,Ein Mahal,532,7717,5708,29,5679,35,0,5394,0,0,0,0,0,0,0,1,3,0,35,127,1,0,1,15,1,1,3,2,0,1,59
915,Ein Nakoba,521,1370,784,25,759,76,0,601,0,0,5,7,0,2,0,0,5,3,9,9,0,1,2,10,3,0,2,2,2,1,19
916,Ein Iron,223,389,325,0,325,183,1,0,0,0,1,7,0,0,0,0,26,0,13,48,1,0,0,0,35,0,0,9,0,0,1
917,Ein Tzorim,622,523,427,1,426,29,0,0,0,0,0,250,0,0,0,0,16,0,53,6,2,0,0,0,26,0,0,0,39,0,5
918,Ein Rapha,514,562,367,6,361,44,0,299,0,0,0,2,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,3,1,0,0
919,Ein Shemer,139,588,438,0,438,212,0,2,0,0,0,10,0,0,0,0,13,4,14,139,0,0,0,0,30,0,0,13,1,0,0
920,Ein Sharid,880,1027,785,7,778,227,22,0,0,0,1,32,0,0,0,0,88,6,198,60,0,1,0,0,114,0,0,7,2,1,19
921,Ein Tamar,1251,140,105,0,105,38,0,0,0,0,0,9,0,0,0,0,5,5,20,1,0,0,0,0,26,0,0,1,0,0,0
922,Einat,871,524,445,1,444,274,0,0,0,0,0,5,0,0,0,0,15,5,19,67,0,0,0,0,49,0,0,8,2,0,0
923,Acre,7600,40470,26114,385,25729,1916,139,6655,2,0,29,1109,4,1,0,4,1631,2616,7818,206,9,3,7,72,938,22,14,181,388,19,1946
924,youth,1146,345,262,0,262,17,2,0,0,0,0,155,0,0,0,0,13,0,57,1,0,0,0,0,13,0,0,0,2,2,0
925,Gold leaves,3727,657,532,2,530,8,0,0,0,0,0,321,0,0,0,0,14,12,140,0,0,0,0,0,10,0,0,1,18,0,6
926,pestle,3765,1900,1529,4,1525,5,9,0,0,0,0,760,0,0,0,0,15,16,323,1,2,0,1,0,0,0,0,6,365,1,21
927,What,688,550,416,4,412,3,9,2,0,0,0,34,0,0,0,0,39,2,272,0,0,0,0,1,4,0,0,1,14,1,30
928,Almon,3715,825,640,0,640,36,1,1,0,0,0,101,0,0,0,0,52,26,327,3,0,1,0,0,75,0,0,6,5,0,6
929,deep,1212,153,105,1,104,53,0,0,0,0,0,2,0,0,0,0,10,0,11,22,0,0,0,0,6,0,0,0,0,0,0
930,Aminadav,779,614,477,1,476,129,1,1,0,0,0,31,0,0,0,0,53,1,151,49,0,0,0,0,40,0,1,5,7,0,7
931,Amiad,385,418,269,0,269,185,0,0,0,1,0,3,0,0,0,0,6,1,10,37,0,0,0,0,17,0,0,8,0,1,0
932,Amiauz,318,202,143,0,143,21,2,0,0,0,0,10,0,0,0,0,7,1,54,1,0,0,0,0,12,0,1,1,5,0,28
933,Amikam,773,464,364,1,363,135,0,1,0,0,0,6,0,0,0,0,59,0,42,43,0,0,0,0,65,0,0,7,3,0,2
934,Amir,319,473,348,0,348,176,0,2,0,0,0,5,0,0,0,0,17,4,13,111,0,0,0,0,11,0,1,8,0,0,0
935,Emmanuel,3660,1911,1392,12,1380,2,395,0,0,0,0,64,0,0,0,0,3,1,79,0,2,0,0,0,1,0,5,9,360,0,459
936,deep,708,493,360,8,352,20,6,0,0,0,0,36,0,0,0,0,62,6,178,0,0,0,0,0,8,0,2,3,18,0,13
937,grape,3712,429,360,3,357,1,2,0,0,0,0,182,0,0,0,0,1,1,65,0,0,0,0,0,4,0,0,3,66,0,32
938,Asafia,534,8227,4371,55,4316,968,4,922,0,1,0,14,0,0,0,1,1388,450,167,162,0,0,0,21,112,4,4,42,21,1,34
939,Afula,7700,35667,23208,300,22908,2531,426,17,0,1,6,1318,1,5,0,4,1983,2509,10129,210,10,3,4,2,1605,4,18,272,456,29,1365
940,Ephraim tree,3778,955,807,4,803,38,4,0,0,0,0,285,0,0,0,0,48,25,280,12,0,0,0,0,42,0,1,9,33,2,24
941,Atzmon Segev,917,825,617,1,616,349,0,0,0,0,0,17,0,0,0,0,24,2,29,117,0,0,0,0,72,0,1,2,0,0,3
942,Araba,531,14211,10339,41,10298,35,3,9973,2,0,1,1,1,0,0,3,55,2,15,47,2,1,3,26,61,0,5,6,25,0,31
943,Aramsha,1246,928,437,3,434,131,0,259,0,0,0,2,0,0,0,3,1,0,3,13,0,0,0,11,2,0,0,0,0,1,8
944,A pleasant evening,1335,389,238,7,231,2,0,35,0,0,0,0,1,0,0,0,1,2,177,1,0,1,2,6,1,0,0,0,0,0,2
945,Arad,2560,20805,12552,255,12297,1871,1837,96,2,0,1,526,1,0,0,3,746,1829,2764,260,5,3,2,9,1605,9,8,283,292,16,129
946,beds,593,617,514,2,512,205,3,0,0,0,0,27,0,0,0,0,40,6,112,27,0,0,0,0,79,0,0,9,1,0,3
947,appealed,637,11475,7997,44,7953,102,2,7653,0,0,1,4,1,1,0,16,26,2,21,72,0,0,3,26,4,1,5,3,5,1,4
948,Appeal-Bangev,1192,6558,3773,72,3701,47,1,3335,2,0,2,15,0,0,0,2,36,6,39,126,0,0,3,45,6,4,2,4,8,3,15
949,ten,591,828,641,0,641,307,3,2,0,0,0,19,0,0,0,1,29,9,80,52,0,0,0,0,127,0,0,11,0,0,1
950,Atlit,53,4693,3329,17,3312,818,71,15,0,0,0,161,0,0,0,0,405,82,970,103,1,0,0,0,452,0,3,47,42,1,141
951,Atniel,3748,391,335,0,335,0,1,0,0,0,0,228,0,0,0,0,5,0,33,2,0,0,0,0,1,0,0,0,65,0,0
952,Paran,1151,363,271,1,270,199,0,1,0,0,0,8,0,0,0,0,11,1,11,12,0,0,0,0,21,0,0,6,0,0,0
953,Pedual,3768,789,686,2,684,0,0,0,0,0,0,497,0,0,0,0,2,0,84,1,0,0,1,0,2,0,0,1,90,0,6
954,redeemed,750,298,215,1,214,19,7,0,0,0,0,44,0,0,0,0,22,2,80,0,0,0,0,0,5,0,0,0,10,0,25
955,Payday,838,545,434,8,426,41,0,0,0,0,0,37,0,0,0,0,56,5,213,2,0,0,0,0,31,0,1,0,2,0,38
956,Furia - a working village,1104,267,185,0,185,19,0,0,0,1,0,15,0,0,0,0,44,1,83,2,0,0,0,0,8,0,0,5,1,0,6
957,Furia - Neve Oved,1105,920,620,6,614,47,4,1,0,0,0,68,0,0,0,0,61,12,317,6,0,0,0,0,42,0,0,9,20,1,26
958,High fertility,1313,639,458,5,453,120,0,2,0,0,0,23,0,0,0,1,54,12,174,9,2,0,0,0,39,0,0,9,2,0,6
959,Pouridis,537,7621,5116,28,5088,147,1,3953,0,1,1,5,0,1,0,1,20,1,479,429,0,0,1,32,5,0,1,4,1,1,4
960,Porat,767,806,569,6,563,15,7,1,0,0,0,35,0,0,0,0,127,1,235,2,0,0,0,0,12,0,0,13,41,0,74
961,hammer,749,590,487,3,484,44,1,0,0,0,0,31,0,0,0,0,42,4,198,0,0,0,1,0,17,0,0,3,28,0,115
962,Palmach,597,600,423,3,420,222,1,0,0,0,4,26,0,0,0,0,21,2,15,76,0,0,0,0,47,0,0,4,0,0,2
